Date,Close,Returns,Sorted Returns,,Replication,Simulated Returns,,Calculation of Value at Risk,,,,
23-10-2023,1123.29,5.57%,-1.56%,,1120,2.73%,,,,,,
14-02-2022,1064.07,-27.52%,-1.59%,,1121,0.83%,,,,,,
07-03-2024,1468.06,30.89%,-1.60%,,1122,2.93%,,,,,,
23-06-2022,1121.58,-18.08%,-1.62%,,1123,0.13%,,,,,,
09-10-2024,1369.13,31.29%,-1.63%,,1124,-0.81%,,,,,,
13-03-2023,1042.87,-24.69%,-1.64%,,1125,1.49%,,,,,,
19-03-2026,1384.80,8.30%,-1.65%,,1126,2.16%,,,,,,
08-11-2024,1278.64,3.89%,-1.68%,,1127,2.42%,,,,,,
24-08-2023,1230.79,22.31%,-1.68%,,1128,-0.29%,,,,,,
16-06-2021,1006.30,-1.46%,-1.71%,,1129,3.11%,,,,,,
15-03-2023,1021.21,-26.21%,-1.71%,,1130,2.92%,,,,,,
09-05-2024,1383.88,9.33%,-1.72%,,1131,-0.06%,,,,,,
28-11-2024,1265.74,12.41%,-1.73%,,1132,1.60%,,,,,,
10-05-2022,1126.00,-9.71%,-1.73%,,1133,0.12%,,,,,,
13-11-2024,1247.07,-8.57%,-1.74%,,1134,1.81%,,,,,,
12-05-2026,1364.00,21.00%,-1.74%,,1135,1.68%,,,,,,
20-01-2022,1127.27,-21.60%,-1.75%,,1136,0.86%,,,,,,
06-05-2026,1437.90,16.01%,-1.76%,,1137,0.58%,,,,,,
08-06-2022,1239.48,5.88%,-1.76%,,1138,1.28%,,,,,,
07-04-2022,1170.68,-6.17%,-1.76%,,1139,0.62%,,,,,,
01-04-2025,1247.62,15.33%,-1.76%,,1140,2.17%,,,,,,
13-07-2022,1081.81,-9.34%,-1.77%,,1141,0.38%,,,,,,
19-08-2022,1193.21,20.99%,-1.78%,,1142,2.21%,,,,,,
09-06-2021,986.21,-15.31%,-1.79%,,1143,1.18%,,,,,,
21-11-2022,1164.48,8.48%,-1.80%,,1144,3.18%,,,,,,
30-12-2021,1073.42,-7.23%,-1.81%,,1145,0.73%,,,,,,
20-06-2022,1157.12,-6.71%,-1.81%,,1146,3.58%,,,,,,
17-12-2024,1240.35,1.21%,-1.81%,,1147,3.90%,,,,,,
19-12-2024,1225.56,-8.29%,-1.82%,,1148,0.92%,,,,,,
15-05-2026,1336.40,20.00%,-1.87%,,1149,0.71%,,,,,,
23-09-2022,1113.62,-4.44%,-1.87%,,1150,4.26%,,,,,,
12-04-2022,1165.31,-20.13%,-1.88%,,1151,0.58%,,,,,,
06-09-2024,1459.00,9.04%,-1.89%,,1152,0.05%,,,,,,
22-10-2024,1338.01,14.87%,-1.89%,,1153,2.74%,,,,,,
06-10-2021,1164.76,-3.87%,-1.89%,,1154,1.77%,,,,,,
13-06-2022,1211.65,12.71%,-1.89%,,1155,-0.09%,,,,,,
06-12-2021,1075.01,0.75%,-1.90%,,1156,2.75%,,,,,,
27-01-2023,1066.99,0.64%,-1.90%,,1157,4.58%,,,,,,
28-02-2023,1060.24,-11.77%,-1.91%,,1158,0.17%,,,,,,
05-05-2022,1201.64,-13.23%,-1.96%,,1159,2.02%,,,,,,
26-08-2025,1384.90,37.69%,-1.96%,,1160,0.60%,,,,,,
24-03-2023,1005.80,-10.79%,-1.98%,,1161,2.74%,,,,,,
31-05-2023,1127.50,-26.96%,-1.99%,,1162,-0.49%,,,,,,
19-07-2024,1543.72,43.42%,-1.99%,,1163,1.91%,,,,,,
11-10-2022,1076.37,-1.83%,-1.99%,,1164,2.52%,,,,,,
13-12-2021,1096.42,-24.12%,-2.00%,,1165,2.54%,,,,,,
28-02-2024,1444.93,1.78%,-2.02%,,1166,1.46%,,,,,,
13-02-2026,1419.60,15.39%,-2.02%,,1167,1.38%,,,,,,
24-07-2023,1230.22,12.68%,-2.02%,,1168,2.79%,,,,,,
12-05-2022,1091.76,-9.06%,-2.04%,,1169,1.18%,,,,,,
20-12-2024,1200.51,-17.37%,-2.04%,,1170,2.61%,,,,,,
13-01-2026,1452.80,7.04%,-2.05%,,1171,-1.51%,,,,,,
29-08-2025,1357.20,1.38%,-2.07%,,1172,3.16%,,,,,,
15-10-2024,1338.68,40.83%,-2.08%,,1173,3.39%,,,,,,
06-08-2021,950.54,-30.70%,-2.12%,,1174,-2.04%,,,,,,
09-05-2025,1371.72,-1.91%,-2.12%,,1175,2.13%,,,,,,
25-02-2026,1398.50,24.74%,-2.12%,,1176,0.88%,,,,,,
17-11-2021,1121.15,1.97%,-2.14%,,1177,1.56%,,,,,,
06-01-2022,1099.54,-2.55%,-2.15%,,1178,1.19%,,,,,,
12-01-2023,1128.28,-19.95%,-2.16%,,1179,2.94%,,,,,,
19-02-2026,1409.50,33.20%,-2.21%,,1180,0.98%,,,,,,
04-03-2022,1058.15,-25.66%,-2.22%,,1181,2.42%,,,,,,
03-05-2024,1423.46,31.91%,-2.22%,,1182,1.34%,,,,,,
13-09-2021,1079.08,-8.73%,-2.23%,,1183,3.61%,,,,,,
20-09-2023,1182.32,-19.60%,-2.23%,,1184,-0.96%,,,,,,
08-01-2026,1470.60,35.42%,-2.23%,,1185,2.91%,,,,,,
22-02-2023,1085.96,13.41%,-2.27%,,1186,0.95%,,,,,,
25-06-2021,957.55,-10.96%,-2.28%,,1187,1.32%,,,,,,
15-03-2022,1075.40,-4.69%,-2.29%,,1188,0.99%,,,,,,
19-05-2022,1128.36,-7.98%,-2.30%,,1189,0.88%,,,,,,
25-04-2022,1226.26,7.03%,-2.31%,,1190,1.76%,,,,,,
16-11-2021,1145.67,16.92%,-2.32%,,1191,0.43%,,,,,,
24-06-2021,979.87,-15.09%,-2.35%,,1192,-1.46%,,,,,,
29-10-2021,1154.02,7.15%,-2.40%,,1193,3.64%,,,,,,
09-03-2023,1076.99,-7.68%,-2.40%,,1194,1.76%,,,,,,
03-03-2025,1166.59,-8.04%,-2.40%,,1195,-2.01%,,,,,,
21-01-2025,1268.63,11.20%,-2.43%,,1196,0.73%,,,,,,
16-09-2022,1140.88,5.13%,-2.48%,,1197,0.50%,,,,,,
26-09-2022,1085.25,-20.08%,-2.55%,,1198,0.12%,,,,,,
02-03-2026,1358.00,3.26%,-2.58%,,1199,0.52%,,,,,,
13-04-2026,1315.10,23.49%,-2.60%,,1200,1.12%,,,,,,
17-12-2021,1064.93,-12.22%,-2.64%,,1201,1.59%,,,,,,
06-01-2025,1213.15,13.94%,-2.65%,,1202,1.13%,,,,,,
28-09-2022,1064.76,2.75%,-2.66%,,1203,3.56%,,,,,,
20-12-2021,1036.22,-20.10%,-2.70%,,1204,0.21%,,,,,,
04-11-2024,1296.97,-7.18%,-2.73%,,1205,4.17%,,,,,,
30-01-2024,1397.28,5.95%,-2.79%,,1206,2.54%,,,,,,
23-01-2024,1318.81,10.52%,-2.84%,,1207,1.71%,,,,,,
21-10-2021,1193.27,-16.06%,-2.88%,,1208,-0.62%,,,,,,
13-03-2024,1421.65,24.46%,-2.93%,,1209,-0.68%,,,,,,
23-12-2022,1142.25,-2.27%,-2.93%,,1210,3.22%,,,,,,
01-09-2022,1168.81,6.66%,-2.94%,,1211,2.19%,,,,,,
03-12-2021,1095.78,-11.27%,-3.00%,,1212,3.07%,,,,,,
10-06-2022,1235.02,8.33%,-3.02%,,1213,3.36%,,,,,,
22-06-2022,1140.08,-19.35%,-3.04%,,1214,-1.17%,,,,,,
19-01-2026,1413.60,12.58%,-3.04%,,1215,0.30%,,,,,,
21-07-2023,1255.61,2.45%,-3.10%,,1216,-1.27%,,,,,,
04-05-2022,1225.64,-13.86%,-3.12%,,1217,1.10%,,,,,,
21-07-2025,1422.92,29.62%,-3.21%,,1218,0.35%,,,,,,
26-11-2021,1097.76,-5.45%,-3.22%,,1219,2.81%,,,,,,
07-04-2025,1161.06,-21.05%,-3.24%,,1220,-0.57%,,,,,,
30-09-2024,1470.70,5.94%,-3.25%,,1221,-0.84%,,,,,,
11-05-2026,1388.20,26.05%,-3.27%,,1222,3.82%,,,,,,
25-07-2022,1101.31,-15.59%,-3.30%,,1223,3.45%,,,,,,
06-04-2026,1304.70,-9.19%,-3.39%,,1224,2.60%,,,,,,
05-08-2024,1436.69,-3.56%,-3.47%,,1225,2.80%,,,,,,
22-07-2024,1489.65,24.15%,-3.50%,,1226,-0.91%,,,,,,
04-04-2025,1199.91,17.75%,-3.52%,,1227,3.34%,,,,,,
07-03-2022,1019.02,-11.07%,-3.70%,,1228,1.17%,,,,,,
09-05-2022,1145.86,-18.23%,-3.91%,,1229,-1.14%,,,,,,
03-10-2024,1401.38,29.52%,-3.95%,,1230,-0.06%,,,,,,
24-01-2022,1081.97,0.60%,-4.03%,,1231,0.79%,,,,,,
22-11-2021,1075.53,-28.66%,-4.43%,,1232,1.14%,,,,,,
06-01-2026,1507.60,11.83%,-4.47%,,1233,3.91%,,,,,,
27-03-2026,1348.10,31.34%,-4.60%,,1234,1.72%,,,,,,
24-02-2022,1026.39,-6.35%,-4.98%,,1235,2.35%,,,,,,
01-07-2022,1095.99,-20.98%,-7.20%,,1236,3.01%,,,,,,
04-06-2024,1387.01,55.27%,-7.49%,,1237,1.80%,,,,,,
26-05-2021,893.28,,,,,,,,,,,
